ProductKey;ProductAlternateKey;Category;Subcategory;Name;Cost;Continued;SafetyStockLevel;ListPrice;DealerPrice;Class;Style;ModelName;EnglishDescription;Status
328;BK-R50R-48;Bikes;Road Bikes;Road-650 Red, 48;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
329;BK-R50R-48;Bikes;Road Bikes;Road-650 Red, 48;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
330;BK-R50R-52;Bikes;Road Bikes;Road-650 Red, 52;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
331;BK-R50R-52;Bikes;Road Bikes;Road-650 Red, 52;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
332;BK-R50B-58;Bikes;Road Bikes;Road-650 Black, 58;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
333;BK-R50B-58;Bikes;Road Bikes;Road-650 Black, 58;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
334;BK-R50B-60;Bikes;Road Bikes;Road-650 Black, 60;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
335;BK-R50B-60;Bikes;Road Bikes;Road-650 Black, 60;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
336;BK-R50B-62;Bikes;Road Bikes;Road-650 Black, 62;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
337;BK-R50B-62;Bikes;Road Bikes;Road-650 Black, 62;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
338;BK-R50B-44;Bikes;Road Bikes;Road-650 Black, 44;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
339;BK-R50B-44;Bikes;Road Bikes;Road-650 Black, 44;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
340;BK-R50B-48;Bikes;Road Bikes;Road-650 Black, 48;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
341;BK-R50B-48;Bikes;Road Bikes;Road-650 Black, 48;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
342;BK-R50B-52;Bikes;Road Bikes;Road-650 Black, 52;413,1463;1;100;699,0982;419,4589;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
343;BK-R50B-52;Bikes;Road Bikes;Road-650 Black, 52;486,7066;1;100;782,99;469,794;"L ";"U ";Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;Discont
344;BK-M82S-38;Bikes;Mountain Bikes;Mountain-100 Silver, 38;1912,1544;1;100;3399,99;2039,994;"H ";"U ";Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Discont
345;BK-M82S-42;Bikes;Mountain Bikes;Mountain-100 Silver, 42;1912,1544;1;100;3399,99;2039,994;"H ";"U ";Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Discont
346;BK-M82S-44;Bikes;Mountain Bikes;Mountain-100 Silver, 44;1912,1544;1;100;3399,99;2039,994;"H ";"U ";Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Discont
347;BK-M82S-48;Bikes;Mountain Bikes;Mountain-100 Silver, 48;1912,1544;1;100;3399,99;2039,994;"H ";"U ";Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Discont
348;BK-M82B-38;Bikes;Mountain Bikes;Mountain-100 Black, 38;1898,0944;1;100;3374,99;2024,994;"H ";"U ";Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Discont
349;BK-M82B-42;Bikes;Mountain Bikes;Mountain-100 Black, 42;1898,0944;1;100;3374,99;2024,994;"H ";"U ";Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Discont
350;BK-M82B-44;Bikes;Mountain Bikes;Mountain-100 Black, 44;1898,0944;1;100;3374,99;2024,994;"H ";"U ";Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Discont
351;BK-M82B-48;Bikes;Mountain Bikes;Mountain-100 Black, 48;1898,0944;1;100;3374,99;2024,994;"H ";"U ";Mountain-100;Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.;Discont
352;BK-M68S-38;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1117,8559;1;100;2071,4196;1242,8518;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Discont
353;BK-M68S-38;Bikes;Mountain Bikes;Mountain-200 Silver, 38;1265,6195;1;100;2319,99;1391,994;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
354;BK-M68S-42;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1117,8559;1;100;2071,4196;1242,8518;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Discont
355;BK-M68S-42;Bikes;Mountain Bikes;Mountain-200 Silver, 42;1265,6195;1;100;2319,99;1391,994;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
356;BK-M68S-46;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1117,8559;1;100;2071,4196;1242,8518;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Discont
357;BK-M68S-46;Bikes;Mountain Bikes;Mountain-200 Silver, 46;1265,6195;1;100;2319,99;1391,994;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
358;BK-M68B-38;Bikes;Mountain Bikes;Mountain-200 Black, 38;1105,81;1;100;2049,0982;1229,4589;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Discont
359;BK-M68B-38;Bikes;Mountain Bikes;Mountain-200 Black, 38;1251,9813;1;100;2294,99;1376,994;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
360;BK-M68B-42;Bikes;Mountain Bikes;Mountain-200 Black, 42;1105,81;1;100;2049,0982;1229,4589;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Discont
361;BK-M68B-42;Bikes;Mountain Bikes;Mountain-200 Black, 42;1251,9813;1;100;2294,99;1376,994;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
362;BK-M68B-46;Bikes;Mountain Bikes;Mountain-200 Black, 46;1105,81;1;100;2049,0982;1229,4589;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Discont
363;BK-M68B-46;Bikes;Mountain Bikes;Mountain-200 Black, 46;1251,9813;1;100;2294,99;1376,994;"H ";"U ";Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
364;BK-M47B-38;Bikes;Mountain Bikes;Mountain-300 Black, 38;598,4354;1;100;1079,99;647,994;"M ";"U ";Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Discont
365;BK-M47B-40;Bikes;Mountain Bikes;Mountain-300 Black, 40;598,4354;1;100;1079,99;647,994;"M ";"U ";Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Discont
366;BK-M47B-44;Bikes;Mountain Bikes;Mountain-300 Black, 44;598,4354;1;100;1079,99;647,994;"M ";"U ";Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Discont
367;BK-M47B-48;Bikes;Mountain Bikes;Mountain-300 Black, 48;598,4354;1;100;1079,99;647,994;"M ";"U ";Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Discont
368;BK-R89R-44;Bikes;Road Bikes;Road-250 Red, 44;1518,7864;1;100;2443,35;1466,01;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Discont
369;BK-R89R-48;Bikes;Road Bikes;Road-250 Red, 48;1518,7864;1;100;2443,35;1466,01;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Discont
370;BK-R89R-52;Bikes;Road Bikes;Road-250 Red, 52;1518,7864;1;100;2443,35;1466,01;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Discont
371;BK-R89R-58;Bikes;Road Bikes;Road-250 Red, 58;1320,6838;1;100;2181,5625;1308,9375;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Discont
372;BK-R89R-58;Bikes;Road Bikes;Road-250 Red, 58;1554,9479;1;100;2443,35;1466,01;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Current
373;BK-R89B-44;Bikes;Road Bikes;Road-250 Black, 44;1320,6838;1;100;2181,5625;1308,9375;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Discont
374;BK-R89B-44;Bikes;Road Bikes;Road-250 Black, 44;1554,9479;1;100;2443,35;1466,01;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Current
375;BK-R89B-48;Bikes;Road Bikes;Road-250 Black, 48;1320,6838;1;100;2181,5625;1308,9375;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Discont
376;BK-R89B-48;Bikes;Road Bikes;Road-250 Black, 48;1554,9479;1;100;2443,35;1466,01;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Current
377;BK-R89B-52;Bikes;Road Bikes;Road-250 Black, 52;1320,6838;1;100;2181,5625;1308,9375;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Discont
378;BK-R89B-52;Bikes;Road Bikes;Road-250 Black, 52;1554,9479;1;100;2443,35;1466,01;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Current
379;BK-R89B-58;Bikes;Road Bikes;Road-250 Black, 58;1320,6838;1;100;2181,5625;1308,9375;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Discont
380;BK-R89B-58;Bikes;Road Bikes;Road-250 Black, 58;1554,9479;1;100;2443,35;1466,01;"H ";"U ";Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Current
381;BK-R64Y-38;Bikes;Road Bikes;Road-550-W Yellow, 38;605,6492;1;100;1000,4375;600,2625;"M ";"W ";Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Discont
382;BK-R64Y-38;Bikes;Road Bikes;Road-550-W Yellow, 38;713,0798;1;100;1120,49;672,294;"M ";"W ";Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Current
383;BK-R64Y-40;Bikes;Road Bikes;Road-550-W Yellow, 40;605,6492;1;100;1000,4375;600,2625;"M ";"W ";Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Discont
384;BK-R64Y-40;Bikes;Road Bikes;Road-550-W Yellow, 40;713,0798;1;100;1120,49;672,294;"M ";"W ";Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Current
385;BK-R64Y-42;Bikes;Road Bikes;Road-550-W Yellow, 42;605,6492;1;100;1000,4375;600,2625;"M ";"W ";Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Discont
386;BK-R64Y-42;Bikes;Road Bikes;Road-550-W Yellow, 42;713,0798;1;100;1120,49;672,294;"M ";"W ";Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Current
387;BK-R64Y-44;Bikes;Road Bikes;Road-550-W Yellow, 44;605,6492;1;100;1000,4375;600,2625;"M ";"W ";Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Discont
388;BK-R64Y-44;Bikes;Road Bikes;Road-550-W Yellow, 44;713,0798;1;100;1120,49;672,294;"M ";"W ";Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Current
389;BK-R64Y-48;Bikes;Road Bikes;Road-550-W Yellow, 48;605,6492;1;100;1000,4375;600,2625;"M ";"W ";Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Discont
390;BK-R64Y-48;Bikes;Road Bikes;Road-550-W Yellow, 48;713,0798;1;100;1120,49;672,294;"M ";"W ";Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Current
391;FK-1639;Components;Forks;LL Fork;65,8097;1;500;148,22;88,932;"L ";NULL;LL Fork;Stout design absorbs shock and offers more precise steering.;Discont
392;FK-5136;Components;Forks;ML Fork;77,9176;1;500;175,49;105,294;"M ";NULL;ML Fork;Composite road fork with an aluminum steerer tube.;Discont
393;FK-9939;Components;Forks;HL Fork;101,8936;1;500;229,49;137,694;"H ";NULL;HL Fork;High-performance carbon road fork with curved legs.;Discont
394;HS-0296;Components;Headsets;LL Headset;15,1848;1;500;34,20;20,52;"L ";NULL;LL Headset;Threadless headset provides quality at an economical price.;Discont
395;HS-2451;Components;Headsets;ML Headset;45,4168;1;500;102,29;61,374;"M ";NULL;ML Headset;Sealed cartridge keeps dirt out.;Discont
396;HS-3479;Components;Headsets;HL Headset;55,3801;1;500;124,73;74,838;"H ";NULL;HL Headset;"High-quality 1"" threadless headset with a grease port for quick lubrication.";Discont
397;HB-M243;Components;Handlebars;LL Mountain Handlebars;17,978;1;500;40,4909;24,2945;"L ";NULL;LL Mountain Handlebars;All-purpose bar for on or off-road.;Discont
398;HB-M243;Components;Handlebars;LL Mountain Handlebars;19,7758;1;500;44,54;26,724;"L ";NULL;LL Mountain Handlebars;All-purpose bar for on or off-road.;Current
399;HB-M763;Components;Handlebars;ML Mountain Handlebars;24,9932;1;500;56,2909;33,7745;"M ";NULL;ML Mountain Handlebars;Tough aluminum alloy bars for downhill.;Discont
400;HB-M763;Components;Handlebars;ML Mountain Handlebars;27,4925;1;500;61,92;37,152;"M ";NULL;ML Mountain Handlebars;Tough aluminum alloy bars for downhill.;Current
401;HB-M918;Components;Handlebars;HL Mountain Handlebars;48,5453;1;500;109,3364;65,6018;"H ";NULL;HL Mountain Handlebars;Flat bar strong enough for the pro circuit.;Discont
402;HB-M918;Components;Handlebars;HL Mountain Handlebars;53,3999;1;500;120,27;72,162;"H ";NULL;HL Mountain Handlebars;Flat bar strong enough for the pro circuit.;Current
403;HB-R504;Components;Handlebars;LL Road Handlebars;17,978;1;500;40,4909;24,2945;"L ";NULL;LL Road Handlebars;Unique shape provides easier reach to the levers.;Discont
404;HB-R504;Components;Handlebars;LL Road Handlebars;19,7758;1;500;44,54;26,724;"L ";NULL;LL Road Handlebars;Unique shape provides easier reach to the levers.;Current
405;HB-R720;Components;Handlebars;ML Road Handlebars;24,9932;1;500;56,2909;33,7745;"M ";NULL;ML Road Handlebars;Anatomically shaped aluminum tube bar will suit all riders.;Discont
406;HB-R720;Components;Handlebars;ML Road Handlebars;27,4925;1;500;61,92;37,152;"M ";NULL;ML Road Handlebars;Anatomically shaped aluminum tube bar will suit all riders.;Current
407;HB-R956;Components;Handlebars;HL Road Handlebars;48,5453;1;500;109,3364;65,6018;"H ";NULL;HL Road Handlebars;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";Discont
408;HB-R956;Components;Handlebars;HL Road Handlebars;53,3999;1;500;120,27;72,162;"H ";NULL;HL Road Handlebars;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";Current
409;FR-M63B-38;Components;Mountain Frames;ML Mountain Frame - Black, 38;185,8193;1;500;348,76;209,256;"M ";"U ";ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Discont
410;FW-M423;Components;Wheels;LL Mountain Front Wheel;26,9708;1;500;60,745;36,447;"L ";NULL;LL Mountain Front Wheel;Replacement mountain wheel for entry-level rider.;Discont
411;FW-M762;Components;Wheels;ML Mountain Front Wheel;92,8071;1;500;209,025;125,415;"M ";NULL;ML Mountain Front Wheel;Replacement mountain wheel for the casual to serious rider.;Discont
412;FW-M928;Components;Wheels;HL Mountain Front Wheel;133,2955;1;500;300,215;180,129;"H ";NULL;HL Mountain Front Wheel;High-performance mountain replacement wheel.;Discont
413;FW-R623;Components;Wheels;LL Road Front Wheel;37,9909;1;500;85,565;51,339;"L ";NULL;LL Road Front Wheel;Replacement road front wheel for entry-level cyclist.;Discont
414;FW-R762;Components;Wheels;ML Road Front Wheel;110,2829;1;500;248,385;149,031;"M ";NULL;ML Road Front Wheel;Sturdy alloy features a quick-release hub.;Discont
415;FW-R820;Components;Wheels;HL Road Front Wheel;146,5466;1;500;330,06;198,036;"H ";NULL;HL Road Front Wheel;Strong wheel with double-walled rim.;Discont
416;FW-T905;Components;Wheels;Touring Front Wheel;96,7964;1;500;218,01;130,806;NULL;NULL;Touring Front Wheel;Aerodynamic rims for smooth riding.;Discont
417;FR-R72Y-38;Components;Road Frames;ML Road Frame-W - Yellow, 38;300,1188;1;500;540,7545;324,4527;"M ";"W ";ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Discont
418;FR-R72Y-38;Components;Road Frames;ML Road Frame-W - Yellow, 38;360,9428;1;500;594,83;356,898;"M ";"W ";ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Current
419;RW-M423;Components;Wheels;LL Mountain Rear Wheel;38,9588;1;500;87,745;52,647;"L ";NULL;LL Mountain Rear Wheel;Replacement mountain wheel for entry-level rider.;Discont
420;RW-M762;Components;Wheels;ML Mountain Rear Wheel;104,7951;1;500;236,025;141,615;"M ";NULL;ML Mountain Rear Wheel;Replacement mountain wheel for the casual to serious rider.;Discont
421;RW-M928;Components;Wheels;HL Mountain Rear Wheel;145,2835;1;500;327,215;196,329;"H ";NULL;HL Mountain Rear Wheel;High-performance mountain replacement wheel.;Discont
422;RW-R623;Components;Wheels;LL Road Rear Wheel;49,9789;1;500;112,565;67,539;"L ";NULL;LL Road Rear Wheel;Replacement road rear wheel for entry-level cyclist.;Discont
423;RW-R762;Components;Wheels;ML Road Rear Wheel;122,2709;1;500;275,385;165,231;"M ";NULL;ML Road Rear Wheel;"Aluminum alloy rim with stainless steel spokes; built for speed.";Discont
424;RW-R820;Components;Wheels;HL Road Rear Wheel;158,5346;1;500;357,06;214,236;"H ";NULL;HL Road Rear Wheel;Strong rear wheel with double-walled rim.;Discont
425;RW-T905;Components;Wheels;Touring Rear Wheel;108,7844;1;500;245,01;147,006;NULL;NULL;Touring Rear Wheel;Excellent aerodynamic rims guarantee a smooth ride.;Discont
426;FR-M63B-40;Components;Mountain Frames;ML Mountain Frame - Black, 40;185,8193;1;500;348,76;209,256;"M ";"U ";ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Discont
427;FR-M63B-44;Components;Mountain Frames;ML Mountain Frame - Black, 44;185,8193;1;500;348,76;209,256;"M ";"U ";ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Discont
428;FR-M63B-48;Components;Mountain Frames;ML Mountain Frame - Black, 48;185,8193;1;500;348,76;209,256;"M ";"U ";ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Discont
429;FR-R72Y-40;Components;Road Frames;ML Road Frame-W - Yellow, 40;300,1188;1;500;540,7545;324,4527;"M ";"W ";ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Discont
430;FR-R72Y-40;Components;Road Frames;ML Road Frame-W - Yellow, 40;360,9428;1;500;594,83;356,898;"M ";"W ";ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Current
431;FR-R72Y-42;Components;Road Frames;ML Road Frame-W - Yellow, 42;300,1188;1;500;540,7545;324,4527;"M ";"W ";ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Discont
432;FR-R72Y-42;Components;Road Frames;ML Road Frame-W - Yellow, 42;360,9428;1;500;594,83;356,898;"M ";"W ";ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Current
433;FR-R72Y-44;Components;Road Frames;ML Road Frame-W - Yellow, 44;300,1188;1;500;540,7545;324,4527;"M ";"W ";ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Discont
434;FR-R72Y-44;Components;Road Frames;ML Road Frame-W - Yellow, 44;360,9428;1;500;594,83;356,898;"M ";"W ";ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Current
435;FR-R72Y-48;Components;Road Frames;ML Road Frame-W - Yellow, 48;300,1188;1;500;540,7545;324,4527;"M ";"W ";ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Discont
436;FR-R72Y-48;Components;Road Frames;ML Road Frame-W - Yellow, 48;360,9428;1;500;594,83;356,898;"M ";"W ";ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Current
437;FR-R92B-62;Components;Road Frames;HL Road Frame - Black, 62;722,2568;1;500;1301,3636;780,8182;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
438;FR-R92B-62;Components;Road Frames;HL Road Frame - Black, 62;868,6342;1;500;1431,50;858,90;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
439;FR-R92B-44;Components;Road Frames;HL Road Frame - Black, 44;722,2568;1;500;1301,3636;780,8182;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
440;FR-R92B-44;Components;Road Frames;HL Road Frame - Black, 44;868,6342;1;500;1431,50;858,90;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
441;FR-R92B-48;Components;Road Frames;HL Road Frame - Black, 48;722,2568;1;500;1301,3636;780,8182;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
442;FR-R92B-48;Components;Road Frames;HL Road Frame - Black, 48;868,6342;1;500;1431,50;858,90;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
443;FR-R92B-52;Components;Road Frames;HL Road Frame - Black, 52;722,2568;1;500;1301,3636;780,8182;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Discont
444;FR-R92B-52;Components;Road Frames;HL Road Frame - Black, 52;868,6342;1;500;1431,50;858,90;"H ";"U ";HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
445;SH-M897-S;Clothing;Shorts;Men's Sports Shorts, S;24,7459;1;4;59,99;35,994;NULL;"M ";Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Discont
446;PA-T100;Accessories;Panniers;Touring-Panniers, Large;51,5625;1;4;125,00;75,00;NULL;NULL;Touring-Panniers;Durable, water-proof nylon construction with easy access. Large enough for weekend trips.;Discont
447;LO-C100;Accessories;Locks;Cable Lock;10,3125;1;4;25,00;15,00;NULL;NULL;Cable Lock;Wraps to fit front and rear tires, carrier and 2 keys included.;Discont
448;PU-0452;Accessories;Pumps;Minipump;8,2459;1;4;19,99;11,994;NULL;NULL;Minipump;Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.;Discont
449;PU-M044;Accessories;Pumps;Mountain Pump;10,3084;1;4;24,99;14,994;NULL;NULL;Mountain Pump;Simple and light-weight. Emergency patches stored in handle.;Discont
450;LT-T990;Accessories;Lights;Taillights - Battery-Powered;5,7709;1;4;13,99;8,394;NULL;NULL;Taillight;Affordable light for safe night riding - uses 3 AAA batteries;Discont
